carat,cut,color,clarity,price
2.2,Premium,I,SI2,16190
1.04,Premium,D,SI1,6115
0.5,Very Good,H,VS1,1429
0.42,Ideal,G,VVS2,1031
0.54,Ideal,G,VS2,1605
1.14,Good,D,IF,17499
2.17,Ideal,H,SI2,17805
2.06,Premium,I,VS1,15393
0.54,Ideal,F,VS1,1814
1.54,Premium,I,SI1,7512
0.3,Ideal,H,VVS2,605
2.01,Premium,I,VS1,18206
0.5,Good,E,VS1,1690
0.81,Very Good,H,VS1,3314
1.11,Ideal,H,VVS2,6962
0.3,Ideal,F,VVS2,694
0.71,Very Good,E,VVS1,3808
0.54,Good,E,SI2,1112
0.56,Ideal,F,VS2,1723
0.52,Ideal,E,VS2,1815
1.01,Ideal,E,SI1,5599
0.32,Ideal,D,SI1,715
0.71,Very Good,H,IF,3112
0.31,Ideal,E,SI1,542
0.91,Very Good,E,VS2,4823
1.52,Premium,D,SI2,8737
0.42,Ideal,G,VVS1,1179
0.41,Very Good,H,SI1,683
0.35,Ideal,D,SI2,522
0.32,Ideal,D,VS2,758
0.32,Ideal,G,VS1,707
1.01,Ideal,E,VVS1,10954
1.22,Fair,I,SI1,4099
0.3,Ideal,F,SI1,461
2,Good,J,VS2,13542
2.09,Ideal,I,VS2,17999
0.39,Ideal,I,VVS1,805
0.25,Very Good,E,VVS1,548
0.32,Very Good,F,VS2,624
0.31,Premium,G,VS2,698
0.52,Ideal,E,VS2,1712
0.7,Premium,F,SI1,2492
0.24,Very Good,E,VVS2,608
1.61,Premium,I,VS1,9961
0.36,Ideal,I,IF,852
1.13,Ideal,D,VVS2,12261
0.72,Ideal,I,VVS2,2530
0.51,Ideal,D,VS2,1597
0.24,Ideal,G,VVS1,559
0.5,Good,G,SI1,1286
1.59,Premium,E,VS1,17393
0.3,Premium,I,VVS1,709
0.73,Ideal,I,SI1,2215
0.3,Premium,E,VS2,658
0.33,Premium,I,VVS2,579
0.3,Ideal,I,VS1,608
1.59,Premium,J,VS2,7953
1.21,Good,J,SI2,4192
1.5,Premium,G,SI1,10428
1.14,Ideal,H,VS2,6753
0.85,Very Good,D,VS2,4211
0.42,Very Good,F,SI2,710
1.25,Premium,G,VS1,8736
0.33,Ideal,G,VVS2,752
2.02,Fair,J,SI2,9095
1.7,Ideal,F,SI1,10853
1.23,Ideal,G,VVS2,10646
1.04,Ideal,F,VVS2,9115
1.31,Premium,G,VS2,9296
0.5,Ideal,E,VVS2,2206
0.8,Very Good,H,SI2,2481
1.01,Very Good,F,VS2,7037
0.51,Ideal,E,VS2,1656
0.3,Ideal,I,VVS1,552
0.34,Ideal,G,IF,974
3.02,Fair,I,I1,10577
1.76,Ideal,I,VVS2,14065
1.16,Premium,F,SI2,3787
1.67,Ideal,H,VS2,13063
0.53,Very Good,E,SI2,1227
0.42,Very Good,D,VS2,910
0.27,Very Good,E,VVS1,591
1.25,Very Good,H,VS2,7525
0.34,Premium,D,VS2,1033
1.22,Premium,F,SI1,7059
2.01,Premium,I,SI1,12829
0.26,Ideal,E,VVS1,769
0.35,Ideal,G,VS1,923
1.69,Ideal,G,SI1,11843
0.36,Very Good,H,IF,865
1.7,Premium,J,VS2,9901
0.7,Premium,F,VS2,2717
0.4,Premium,G,SI1,900
0.54,Ideal,F,VVS1,2356
0.72,Very Good,J,VS2,2028
0.5,Premium,D,VS2,1752
0.5,Premium,E,SI1,1415
1.27,Fair,H,SI2,5334
1.01,Very Good,E,VVS2,8797
0.37,Good,H,SI1,533
0.7,Premium,H,SI2,1999
1.19,Premium,I,SI1,5464
1.1,Ideal,H,SI2,4733
0.31,Premium,E,VS1,942
0.3,Premium,H,VS1,526
0.32,Ideal,G,SI1,647
1.7,Ideal,H,VS2,10333
1.01,Very Good,E,SI2,4355
0.51,Very Good,G,VVS1,2005
1.07,Premium,G,VS2,6471
2.02,Very Good,F,SI1,17658
0.43,Ideal,E,SI1,760
0.71,Premium,F,VS1,2839
2.02,Fair,H,SI1,15695
0.34,Premium,H,VS1,765
1.24,Premium,G,VVS2,10202
0.71,Very Good,J,VS2,1930
1.75,Very Good,H,SI2,10727
2.01,Premium,H,SI2,11635
0.35,Ideal,D,VS1,990
0.31,Ideal,I,IF,635
0.38,Ideal,D,VVS1,1173
1.08,Ideal,I,SI2,3849
1,Ideal,E,SI2,4077
0.55,Very Good,G,VS2,1551
0.32,Ideal,H,VVS2,628
0.32,Premium,E,VVS1,1020
0.52,Fair,J,VS2,1030
0.3,Premium,J,VS1,506
1.01,Premium,F,SI2,4497
1.42,Good,F,VS2,9542
0.97,Ideal,J,I1,2370
1.5,Very Good,G,VS2,12196
2,Good,E,SI2,15393
1.5,Very Good,J,SI1,6987
2,Very Good,J,SI2,11510
0.7,Ideal,F,SI2,2237
0.4,Ideal,E,SI1,907
0.3,Very Good,H,IF,789
1.01,Good,E,SI1,4912
0.4,Premium,F,VS1,1050
0.53,Ideal,H,VS1,1607
0.32,Good,F,SI2,421
0.73,Ideal,H,IF,3378
1.51,Ideal,F,VS2,14414
1.02,Very Good,F,SI1,5038
0.72,Very Good,E,SI2,2401
0.35,Ideal,D,VS2,829
0.4,Premium,F,VS2,842
0.31,Premium,E,VVS1,789
0.7,Ideal,D,VS1,3840
0.41,Ideal,D,VVS1,1376
0.4,Ideal,F,SI1,882
0.31,Premium,F,VS2,625
0.57,Premium,J,SI2,941
0.41,Ideal,D,VS2,1076
1.01,Very Good,E,VS1,9955
0.38,Ideal,G,VVS2,929
0.78,Ideal,J,VS2,2456
0.5,Ideal,G,VS2,1449
1.08,Ideal,H,VS2,6411
0.91,Very Good,J,SI2,3169
0.9,Premium,D,VS2,4505
0.33,Premium,D,VS2,781
0.51,Ideal,E,VVS1,3197
1.02,Premium,G,VS1,6505
1.93,Very Good,I,SI1,13278
1.58,Ideal,H,SI1,10546
0.29,Very Good,E,VS1,504
0.9,Very Good,H,SI2,3250
1.22,Fair,G,SI2,3763
0.3,Ideal,F,SI1,499
0.31,Ideal,E,VS2,627
0.32,Premium,H,VS2,505
1.01,Very Good,J,SI1,4153
0.31,Ideal,H,VVS1,907
0.52,Very Good,G,VS1,1689
1.01,Good,E,SI2,3546
0.5,Good,E,VS2,1348
2.06,Very Good,F,I1,9789
0.71,Good,G,SI1,2251
0.7,Very Good,F,VS2,2593
1.51,Ideal,H,VS1,11856
0.46,Premium,E,SI1,1035
1.01,Ideal,E,VVS2,9310
2.01,Premium,J,SI2,12048
1.01,Premium,G,VS1,4853
0.41,Good,E,SI1,654
0.31,Ideal,H,VVS1,687
0.54,Ideal,E,VS2,1754
1.3,Ideal,H,VS1,8915
0.32,Ideal,D,SI2,477
0.38,Very Good,E,VS1,1000
1.2,Ideal,H,I1,3763
1,Good,F,SI2,3858
0.3,Ideal,G,VS2,984
0.31,Ideal,F,VS2,583
0.3,Ideal,D,VS2,911
0.23,Very Good,D,VVS2,530
0.57,Ideal,E,SI1,2257
1.09,Premium,H,VS2,5677
0.3,Ideal,I,VVS1,540
0.31,Very Good,E,SI1,698
0.3,Very Good,E,VVS2,742
1.5,Very Good,I,VS2,8974
1.5,Very Good,G,VS1,13379
1,Premium,F,SI1,4586
0.78,Ideal,G,SI2,2706
0.3,Ideal,G,VVS1,945
1.24,Ideal,I,SI2,5866
1,Very Good,G,VS2,6208
0.9,Very Good,F,I1,2199
0.3,Ideal,G,IF,863
1.06,Premium,E,VS2,7123
0.42,Ideal,E,VS2,1024
0.3,Ideal,D,VS2,670
0.47,Ideal,D,VVS1,2460
0.32,Ideal,E,VS1,758
2.04,Very Good,I,SI2,14527
0.31,Very Good,E,SI2,435
0.4,Ideal,E,SI2,666
0.35,Ideal,F,VS2,906
1.66,Ideal,F,SI2,10338
1.36,Ideal,F,VS1,11132
0.23,Very Good,D,VVS2,530
0.24,Very Good,H,VVS1,449
1.51,Good,I,VS2,9116
0.54,Very Good,F,VS1,1653
1.1,Ideal,E,VVS1,12748
1.34,Ideal,I,VS1,7016
0.31,Ideal,E,VS2,872
1,Premium,D,SI1,5488
0.31,Ideal,D,VVS1,949
1.73,Premium,D,SI1,12770
1.01,Ideal,G,VVS2,7366
0.84,Very Good,E,SI1,2813
0.31,Good,I,VS1,628
0.32,Ideal,F,SI1,491
0.43,Premium,D,VS2,1129
0.32,Premium,F,VS2,828
0.5,Premium,F,VS2,1654
0.9,Good,G,VS2,3976
2.4,Ideal,H,SI2,18374
0.32,Very Good,E,SI1,561
0.32,Ideal,F,VS1,652
1.04,Good,J,SI2,3204
0.9,Very Good,H,SI2,3481
1.01,Very Good,E,SI1,4563
1.2,Very Good,H,VS1,6713
0.45,Good,G,VS1,1127
0.32,Ideal,I,VVS2,561
1.03,Premium,D,VS2,7718
0.38,Ideal,D,VVS1,1270
0.52,Very Good,E,SI1,1276
0.72,Ideal,I,VS2,2650
1.07,Ideal,G,VVS2,8491
0.35,Ideal,F,VVS2,830
0.32,Ideal,H,VS2,648
0.72,Very Good,D,SI2,2294
1.1,Very Good,I,SI1,4235
0.7,Premium,D,SI1,2218
0.7,Ideal,H,VVS1,2541
0.32,Premium,J,IF,684
0.6,Very Good,D,SI1,1777
0.5,Premium,F,SI1,1332
1.53,Ideal,G,SI2,7240
1.51,Very Good,E,SI1,10891
0.71,Ideal,G,SI1,3061
1.01,Good,F,VS2,6330
0.79,Very Good,E,VS1,3827
0.43,Ideal,E,VVS2,1062
0.32,Ideal,E,VS2,702
0.42,Very Good,G,SI1,687
0.24,Very Good,E,VS2,419
0.38,Ideal,H,VVS2,898
0.32,Ideal,E,VS1,758
0.35,Ideal,G,VVS2,756
2.27,Premium,I,SI1,14362
2.17,Premium,H,SI1,13248
0.91,Premium,D,SI2,3958
0.53,Ideal,F,VVS2,2259
1.74,Very Good,G,VS2,16169
0.31,Very Good,G,VS2,544
0.32,Ideal,D,SI2,612
0.71,Very Good,G,VVS2,3113
0.72,Good,F,SI1,2446
0.26,Ideal,I,VS1,417
1.22,Ideal,I,SI2,5226
0.51,Very Good,G,VVS2,1895
1.21,Ideal,J,VS2,5707
1.54,Premium,E,VS2,15185
0.71,Very Good,D,SI1,2764
0.32,Ideal,H,VS1,720
0.24,Very Good,E,VVS2,485
0.32,Very Good,G,VS1,645
0.31,Ideal,F,IF,766
0.5,Ideal,G,VVS1,1865
0.57,Ideal,D,VS2,1955
0.7,Ideal,F,SI1,2662
0.96,Ideal,G,SI2,3945
0.37,Ideal,E,SI1,649
0.5,Ideal,F,SI2,1118
0.31,Ideal,F,IF,821
0.3,Ideal,E,SI1,640
1.09,Premium,E,SI2,5127
2.01,Good,H,VS2,18561
1.14,Premium,F,SI1,6320
1.1,Ideal,J,SI1,4390
0.78,Ideal,H,SI1,2616
0.34,Premium,F,VS2,686
1.52,Ideal,I,VS1,10851
1.01,Fair,G,SI2,2942
0.35,Ideal,F,IF,1312
0.52,Ideal,E,VS2,1689
1.01,Good,E,SI1,4480
0.32,Ideal,G,IF,918
0.97,Good,J,VS2,3717
1.65,Premium,H,VS1,9314
0.79,Premium,H,SI2,2370
0.43,Ideal,I,IF,1046
1.1,Premium,E,SI2,4829
0.9,Ideal,H,SI2,3578
0.53,Ideal,F,VVS2,2177
2.28,Ideal,J,VS2,16450
0.3,Very Good,E,VS1,755
0.9,Very Good,G,SI1,4059
1.07,Ideal,G,VS2,6558
0.33,Very Good,G,VVS2,965
2,Very Good,I,SI2,13892
0.51,Ideal,D,VS2,1740
1.18,Very Good,G,SI2,5562
0.56,Premium,G,SI2,1208
0.3,Ideal,H,VVS1,878
0.43,Very Good,G,VS1,943
0.3,Ideal,F,SI1,475
0.43,Very Good,D,VS1,1199
0.71,Ideal,D,VS1,3090
0.54,Ideal,H,SI1,1178
0.4,Ideal,E,VVS1,1333
0.31,Premium,D,SI1,732
0.7,Premium,F,VS2,2459
1.98,Ideal,I,SI1,14581
1.11,Ideal,H,VVS2,6837
1,Premium,G,VS2,6048
0.51,Very Good,F,SI1,1374
0.41,Ideal,G,SI2,810
1.5,Premium,E,SI2,8190
1.01,Fair,H,SI1,3869
0.41,Ideal,D,VVS2,1295
0.72,Ideal,F,VS1,3759
0.54,Premium,G,SI1,1439
0.3,Premium,G,VS1,776
0.5,Ideal,E,SI1,1410
1.73,Ideal,F,VS1,16131
1.52,Ideal,F,SI1,11971
0.32,Ideal,G,IF,918
0.3,Ideal,D,VS2,857
0.41,Very Good,D,VS2,995
1.02,Ideal,I,SI2,4118
0.5,Premium,E,VS2,1676
0.52,Ideal,H,VVS1,1893
0.3,Ideal,F,IF,873
0.55,Very Good,E,VVS2,2312
0.43,Ideal,E,VVS2,1135
0.9,Very Good,E,VS2,5305
1.23,Ideal,H,SI1,5889
0.3,Premium,G,IF,956
0.31,Ideal,H,VS2,489
1.02,Very Good,E,VS2,6752
0.57,Ideal,G,SI1,1384
1,Fair,E,SI1,4213
0.53,Premium,G,SI1,1273
1.01,Very Good,G,SI1,4916
0.55,Premium,F,VS2,1580
1.03,Premium,H,SI2,3749
0.58,Ideal,G,VVS1,2772
0.3,Premium,G,VVS1,789
0.35,Premium,F,VS1,767
2.04,Ideal,G,SI1,18153
0.44,Premium,I,VVS2,1063
0.58,Premium,G,VVS2,1975
1.11,Ideal,G,IF,10053
0.31,Ideal,F,VS2,625
1.02,Premium,D,SI2,5257
0.56,Ideal,F,VVS2,2119
0.71,Ideal,F,SI1,2770
0.71,Ideal,E,SI1,2756
0.36,Ideal,G,VS1,869
0.42,Ideal,G,SI1,945
0.74,Ideal,F,SI2,2655
0.4,Good,D,SI1,720
0.44,Ideal,G,IF,2506
0.7,Premium,J,SI1,1735
0.32,Ideal,E,VVS1,827
0.38,Ideal,F,VVS1,1257
1.01,Ideal,E,SI2,4666
1.1,Good,G,SI1,4997
0.7,Good,H,VS2,2347
1.04,Ideal,H,SI1,5469
0.46,Very Good,J,VS1,874
0.7,Ideal,E,VS2,2616
0.72,Very Good,E,VS2,3035
0.5,Ideal,E,SI1,1410
1.34,Very Good,H,SI1,7655
1,Ideal,G,VS1,7114
0.52,Premium,G,VVS2,2012
1.02,Premium,G,SI2,4370
0.6,Ideal,G,VS1,2147
0.37,Premium,E,VS2,1041
1.51,Very Good,G,SI1,7585
0.41,Ideal,F,VS1,1076
1.51,Premium,H,VS1,10939
1.8,Good,F,SI2,12196
0.39,Ideal,F,VVS2,988
2,Very Good,I,VS2,16459
0.31,Ideal,I,VS2,447
1.05,Premium,H,SI1,5161
0.3,Very Good,E,SI1,526
2.01,Ideal,F,SI2,18394
0.35,Premium,G,SI1,669
0.75,Premium,G,SI2,2216
0.4,Ideal,D,VVS2,1353
0.72,Good,I,VS2,2068
0.92,Premium,D,SI2,3004
0.91,Very Good,D,SI1,4253
0.52,Ideal,G,VS1,1694
1.5,Good,H,VS2,9620
0.3,Very Good,D,VVS2,754
1.68,Premium,I,SI1,10151
0.41,Ideal,E,VS1,1079
0.51,Very Good,H,VS1,1343
0.51,Ideal,G,VVS1,2111
1.02,Fair,G,SI2,3787
2.2,Very Good,H,SI2,11088
0.3,Very Good,H,VVS2,605
1.5,Premium,F,VS1,15291
1.01,Good,G,VS2,5497
0.82,Ideal,H,VS1,3364
0.3,Very Good,D,SI1,552
0.7,Very Good,E,SI1,2459
1.77,Ideal,J,SI2,7771
1.72,Premium,G,VS2,15801
1,Premium,F,SI2,3853
1.07,Ideal,H,SI1,3415
0.75,Ideal,I,VS1,2659
0.42,Ideal,I,VS2,1081
1.01,Very Good,G,SI2,3966
0.76,Very Good,I,VS2,2551
1.02,Ideal,D,SI1,6340
1.43,Very Good,H,SI1,8654
2.18,Premium,F,SI1,18717
1.1,Ideal,G,VS1,8060
0.3,Ideal,D,VS1,817
0.34,Ideal,F,IF,1276
0.38,Very Good,G,SI1,599
0.93,Premium,E,SI1,4739
1.56,Premium,H,VS2,10424
0.72,Ideal,E,SI1,3409
0.57,Premium,G,VS1,1819
0.3,Premium,F,SI2,506
0.41,Very Good,D,VS2,932
0.3,Very Good,D,VS1,707
0.32,Ideal,H,VS2,505
0.52,Ideal,G,VVS2,1911
0.3,Very Good,H,VVS2,581
0.41,Very Good,D,SI2,619
0.52,Ideal,E,VS2,1617
0.9,Premium,H,VVS2,4355
0.76,Ideal,D,SI2,2770
1.02,Ideal,F,VVS2,9870
0.7,Premium,F,VS1,2669
0.5,Good,F,VS1,1390
1.04,Premium,F,SI2,4013
1.15,Very Good,H,SI2,4743
0.53,Ideal,G,VS1,1813
0.71,Good,J,VS2,1774
0.72,Ideal,I,VVS1,2642
0.32,Ideal,F,VS1,702
0.71,Ideal,H,IF,3234
1.22,Premium,G,VS1,7850
1.02,Very Good,F,VVS2,9728
0.3,Ideal,G,SI1,477
0.26,Very Good,F,VVS1,657
1.01,Ideal,G,SI1,4588
1,Premium,F,SI1,5292
0.53,Very Good,G,VVS1,1948
0.3,Very Good,I,SI1,506
0.4,Ideal,I,VS1,736
0.51,Ideal,F,SI1,1346
1.51,Good,J,VS1,7848
0.73,Good,E,SI1,2871
0.55,Ideal,D,SI1,1692
0.9,Premium,I,VS1,3484
0.53,Ideal,J,SI2,1002
1.22,Very Good,J,VS1,5056
1.01,Ideal,H,VS2,5028
1.52,Very Good,H,SI1,9973
0.31,Ideal,G,IF,891
0.51,Ideal,E,VS1,1697
1.01,Premium,F,VS2,6533
1.13,Ideal,H,SI1,5483
0.32,Very Good,G,VS2,561
0.43,Ideal,F,VVS1,1422
2.08,Ideal,J,SI2,12179
0.33,Premium,E,SI2,594
0.57,Ideal,E,VS2,1728
0.9,Fair,G,SI2,3104
0.3,Premium,H,SI2,485
0.23,Very Good,D,VVS2,530
1.22,Very Good,E,VS2,9495
0.43,Ideal,G,VS1,1008
1.62,Ideal,H,VS2,11114
1.32,Premium,F,SI1,7683
1.71,Very Good,H,VS2,12493
0.52,Ideal,H,VS1,1648
0.31,Very Good,H,VS1,544
0.5,Very Good,F,SI1,1106
1.02,Very Good,G,SI1,5291
0.31,Very Good,H,VS1,544
0.75,Very Good,D,SI1,2760
0.42,Good,F,SI1,722
0.41,Ideal,D,VVS2,1356
1.32,Good,J,VS1,6147
1.01,Very Good,E,VS2,7290
0.41,Very Good,F,SI1,904
1.75,Ideal,I,VS2,12127
0.71,Very Good,H,VVS1,2867
0.91,Very Good,G,VS2,3776
1.01,Premium,G,VS2,5787
1.08,Ideal,I,SI1,4757
0.3,Very Good,F,IF,886
1.24,Very Good,J,VS1,5783
0.94,Very Good,D,SI2,3634
2.04,Very Good,I,VS2,16874
1.25,Good,J,SI1,5110
0.52,Ideal,G,VS2,1549
0.32,Ideal,E,VS2,716
1.04,Ideal,G,VS2,6290
0.53,Ideal,I,VS1,1552
0.27,Very Good,E,VVS2,622
0.3,Ideal,E,VS1,775
2.02,Very Good,F,SI1,17530
0.3,Good,D,SI2,536
0.32,Ideal,G,VVS2,936
0.33,Ideal,G,VVS1,1114
1.01,Ideal,G,SI2,4327
0.32,Ideal,F,VS2,828
0.91,Fair,E,SI2,3119
1.1,Very Good,I,SI2,4202
0.56,Very Good,F,SI1,1338
0.43,Premium,G,VS2,1113
1.05,Ideal,G,VS2,6914
0.27,Very Good,F,VS1,429
0.42,Ideal,H,IF,1216
0.24,Very Good,F,VS1,417
0.39,Premium,G,VVS1,1170
1.01,Very Good,F,SI2,3897
0.72,Ideal,H,VVS2,2869
1.02,Very Good,H,SI2,4284
0.71,Premium,F,SI1,2381
0.9,Good,E,VS1,5356
0.3,Premium,H,VS2,473
1.42,Fair,G,VS2,7214
0.4,Good,I,VVS1,842
0.31,Very Good,G,SI2,408
0.28,Ideal,H,VS1,481
1.06,Ideal,I,VS2,4405
1.07,Ideal,E,SI2,5704
1.23,Ideal,E,SI2,6403
1.08,Ideal,G,VVS1,8347
2.01,Very Good,H,SI1,17759
0.41,Very Good,I,VVS1,863
1.51,Fair,H,SI1,8010
1.02,Ideal,E,SI2,4547
0.41,Very Good,E,VVS2,1187
0.24,Ideal,H,IF,504
1.6,Ideal,F,VS2,18421
1.01,Very Good,G,SI1,4588
1.16,Ideal,G,VS2,7243
1,Very Good,H,SI2,4496
0.7,Very Good,D,SI2,2354
0.51,Ideal,F,SI2,1169
0.5,Ideal,I,VVS2,1367
0.56,Premium,G,SI1,1340
1.01,Very Good,H,VS2,4208
0.82,Premium,F,SI1,3080
0.3,Ideal,F,IF,886
0.74,Very Good,H,VVS1,3061
2.01,Premium,I,SI1,16499
1.03,Ideal,H,I1,3230
0.38,Ideal,H,SI1,637
0.35,Ideal,F,IF,1073
1.01,Good,E,SI1,5232
0.3,Ideal,J,VS1,506
0.53,Ideal,E,VS2,1607
0.5,Very Good,F,VS1,1692
0.51,Very Good,G,VVS2,1762
0.74,Premium,F,SI1,2671
0.92,Premium,H,VS2,4077
0.34,Ideal,E,IF,1163
0.42,Very Good,D,SI2,700
1,Very Good,D,VS1,8077
0.34,Ideal,F,IF,985
1.51,Premium,G,SI1,9710
1.2,Premium,H,SI1,5746
0.3,Premium,F,VVS2,945
1.61,Premium,D,SI1,12231
0.49,Very Good,G,VS2,1198
0.53,Ideal,I,VVS2,1341
0.52,Ideal,F,VS1,2138
0.56,Very Good,E,SI2,1259
1.21,Ideal,H,SI2,5814
0.32,Good,G,SI1,477
1.1,Very Good,E,SI2,4607
0.74,Ideal,I,VS1,2947
1.01,Premium,H,VS2,5260
1.01,Ideal,H,VS2,4821
1.23,Premium,H,VS2,7431
0.52,Premium,D,VS2,1842
0.76,Ideal,E,SI1,2858
0.31,Good,D,SI2,593
0.98,Good,F,SI1,4226
1.82,Fair,H,I1,5993
0.52,Very Good,E,VS2,1571
0.41,Ideal,H,SI1,876
1.53,Ideal,H,SI1,8289
1.01,Very Good,E,VVS2,8849
0.4,Very Good,G,VVS1,1123
0.41,Premium,E,VS1,1079
0.4,Very Good,F,SI1,756
1.09,Premium,I,SI2,4120
0.7,Very Good,E,SI2,2230
0.71,Very Good,H,VS1,2428
2.01,Good,G,SI2,15977
0.3,Premium,G,VS1,725
2.35,Premium,I,SI2,17294
1.7,Ideal,I,VS1,12209
0.32,Ideal,H,SI1,434
0.46,Very Good,F,VS2,1258
1,Premium,H,SI2,3640
0.31,Ideal,G,IF,891
1.11,Premium,F,SI1,5483
0.42,Ideal,D,VS2,938
1.09,Premium,G,VS2,6504
0.4,Ideal,E,VVS2,1145
0.79,Ideal,G,SI2,2453
0.7,Ideal,F,SI1,2348
1.01,Good,F,SI1,4339
0.66,Ideal,D,VVS2,3049
0.3,Ideal,G,VVS1,753
0.31,Ideal,G,VS2,574
0.33,Premium,I,SI1,445
0.32,Ideal,D,VVS2,867
0.31,Very Good,F,IF,914
0.51,Ideal,D,SI2,1359
0.5,Ideal,H,VS2,1626
0.72,Ideal,H,VVS2,3417
1.55,Premium,D,VS2,16137
0.51,Ideal,D,VS2,1787
2,Good,G,SI2,11041
1.1,Ideal,G,VVS2,9856
1.5,Very Good,F,SI2,9236
1.01,Fair,F,VS2,5226
0.71,Good,E,VS2,2416
1.02,Very Good,H,VS2,5217
1.52,Very Good,F,SI2,8192
1.01,Very Good,D,SI2,4564
0.42,Ideal,G,VS2,847
1.11,Premium,F,VVS2,9377
0.9,Good,F,SI2,3470
0.9,Very Good,H,SI1,3772
0.67,Good,F,VS1,2479
2.03,Premium,J,SI2,12078
0.55,Ideal,G,SI1,1421
0.9,Good,D,SI1,3755
0.3,Premium,I,VS1,473
0.5,Premium,F,VS2,1436
1.01,Premium,F,VS2,6097
0.53,Premium,E,VS2,2061
1.23,Ideal,H,SI2,6152
1.18,Very Good,F,VVS1,12175
0.31,Ideal,G,IF,891
0.32,Ideal,I,VS1,523
1.01,Very Good,F,SI1,5107
1.54,Very Good,G,IF,15444
0.72,Premium,D,VS2,2721
1.07,Premium,D,SI1,5872
0.3,Premium,G,IF,956
1.01,Very Good,E,SI1,5499
1.36,Premium,H,VS2,8718
0.9,Fair,J,SI1,2438
0.71,Very Good,F,VVS1,3104
0.36,Ideal,D,SI1,636
0.4,Ideal,F,VVS2,1039
0.64,Very Good,D,VS2,2332
0.37,Ideal,E,VS2,811
1.71,Ideal,E,SI2,12978
0.9,Ideal,E,SI1,4147
0.32,Very Good,G,IF,954
1.7,Ideal,H,SI2,7273
0.52,Ideal,E,VVS2,2230
1.11,Premium,G,VS2,6713
0.46,Ideal,I,VS2,893
0.72,Very Good,D,VS1,3619
0.32,Ideal,G,VVS2,936
0.26,Very Good,F,VVS2,597
0.41,Very Good,F,VS1,1007
0.33,Ideal,J,SI2,366
1,Good,G,SI2,4113
1.02,Ideal,G,VVS2,7898
0.32,Very Good,H,VS1,720
2.08,Ideal,H,SI1,18760
0.53,Good,E,SI1,1328
1.2,Premium,H,VS2,6250
1.5,Ideal,E,SI1,10777
1.02,Premium,H,SI1,4819
1.05,Premium,G,VS1,6936
0.35,Premium,E,VS2,767
0.57,Ideal,E,VS2,1778
0.34,Very Good,G,VVS2,775
1.52,Ideal,G,VS1,14482
0.77,Good,E,SI2,2371
2.02,Premium,I,SI2,14341
0.9,Very Good,G,VS2,4081
0.39,Ideal,G,IF,1189
0.56,Premium,D,VS2,2011
0.7,Fair,G,VS1,2384
0.54,Ideal,H,VS1,1637
1.14,Premium,G,SI1,5650
0.38,Ideal,G,SI1,855
1.52,Premium,D,SI2,9789
1.57,Premium,F,SI2,8001
0.56,Very Good,G,VS2,1590
1.01,Ideal,I,SI1,4641
0.34,Premium,G,IF,1084
0.33,Ideal,G,VS1,666
0.35,Ideal,F,VS2,906
1.02,Good,F,SI2,4356
0.31,Very Good,D,VVS2,1009
0.32,Ideal,D,VS2,972
1.02,Ideal,F,SI1,5195
1.05,Ideal,J,VS1,3528
0.65,Very Good,I,VVS2,1828
1.2,Very Good,H,SI2,5257
0.32,Premium,G,SI1,612
0.54,Ideal,G,VS2,1441
0.9,Premium,F,SI2,3553
0.41,Very Good,J,VS2,627
0.31,Premium,H,VS1,698
1,Ideal,E,I1,3360
1.5,Premium,E,SI2,8988
0.37,Ideal,J,SI1,469
1.57,Ideal,G,SI2,8643
0.3,Ideal,G,VVS2,684
1.21,Premium,G,VS1,8456
0.7,Very Good,J,VS2,1952
0.9,Very Good,D,SI2,3632
1.28,Ideal,G,VS1,9498
1,Premium,G,SI2,3142
1.05,Ideal,G,VS1,6936
0.37,Very Good,E,VS2,811
0.4,Ideal,J,SI1,820
0.57,Ideal,F,VVS2,2360
0.41,Ideal,E,VVS2,1187
1.01,Ideal,E,SI2,4479
1.5,Very Good,H,SI1,9573
0.39,Ideal,E,VVS2,1034
0.91,Very Good,E,SI2,3751
0.77,Ideal,I,VS1,2635
0.55,Ideal,H,VS1,1686
0.3,Premium,D,SI2,574
1,Very Good,G,VVS2,7528
0.5,Good,E,VS2,1365
1.5,Premium,F,I1,5410
0.42,Ideal,E,VS2,958
0.54,Ideal,H,VVS1,1846
1.03,Ideal,H,VVS2,6560
0.33,Very Good,E,SI1,579
0.76,Ideal,F,SI2,2694
0.36,Ideal,G,SI2,505
0.7,Very Good,D,SI1,2726
0.51,Very Good,F,VS2,1417
0.33,Ideal,F,SI2,416
0.57,Premium,F,VS2,1760
0.53,Very Good,J,VS2,1124
1.52,Ideal,E,VS2,15488
1.21,Ideal,H,VS1,7928
0.76,Very Good,G,SI1,2652
0.97,Very Good,F,VVS2,6889
0.34,Ideal,J,VS1,413
1.43,Very Good,G,VS2,10419
1.75,Premium,J,VS1,10429
1.26,Good,J,SI1,4255
0.91,Good,D,SI2,3781
1.01,Fair,D,SI2,4205
1.16,Ideal,G,SI2,4710
0.33,Ideal,F,VVS1,939
0.66,Good,G,VS2,2101
0.72,Very Good,E,VS1,3048
1.2,Ideal,G,VS2,7548
0.3,Ideal,E,VS2,844
0.3,Very Good,G,VVS2,684
0.34,Premium,H,VS1,765
0.51,Premium,E,VS2,1656
